Keys,US English,Canada English,AU English,UK English,Canada French,Spain Spanish,US Spanish,Latin America Spanish,Argentina Spanish,Colombia Spanish,Mexico Spanish,German,Japanese,Korean,France French,Brazil Portuguese,Netherlands Dutch,Italy Italian
button_showme,Show Me,Show Me,Show Me,Show Me,Montrez-moi,Muéstremelo,Muéstreme,Mostrarme,Mostrarme,Muéstreme,Muéstreme,Zeigen Sie es mir.,私に見せる,보기,Montrez-moi,Mostre-me,Weergeven,Mostrami
button_finishtutorial,Finish Tutorial,Finish Tutorial,Finish Tutorial,Finish Tutorial,Terminer le tutoriel,Terminar el tutorial,Fin del tutorial,Fin del tutorial,Fin del tutorial,Fin del tutorial,Fin del tutorial,Tutorial beenden,チュートリアルを終了,지침서 마치기,Finir le tutoriel,Terminar tutorial,Tutorial afronden,Finisci il tutorial
button_returntohome,RETURN TO HOME,RETURN TO HOME,RETURN TO HOME,RETURN TO HOME,RETOUR À L’ACCUEIL,VOLVER A PANTALLA DE INICIO,REGRESAR A LA PÁGINA PRINCIPAL,REGRESAR A LA PÁGINA PRINCIPAL,REGRESAR A LA PÁGINA PRINCIPAL,REGRESAR A LA PÁGINA PRINCIPAL,REGRESAR A LA PÁGINA PRINCIPAL,ZUR STARTSEITE ZURÜCKKEHREN,ホームに戻る,홈으로 돌아가기,RETOURNER À L’ACCUEIL,RETORNAR À PÁGINA INICIAL,TERUG NAAR STARTPAGINA,TORNA ALLA PAGINA PRINCIPALE
button_choosetime,CHOOSE TIME,CHOOSE TIME,CHOOSE TIME,CHOOSE TIME,Choisir l’heure,Seleccionar hora,Elija una hora,Elija un horario,Elija el horario,Elija un horario,Elija un horario,Zeit auswählen,時間を選択してください,시간 선택,CHOISIR L’HEURE,ESCOLHER A HORA,TIJD KIEZEN,SCEGLI ORARIO
popup_scroll,Scroll to select,Scroll to select,Scroll to select,Scroll to select,Faire défiler pour sélectionner,Desplácese para seleccionar,Desplazar para seleccionar,Desplazar para seleccionar,Desplazar para seleccionar,Desplazar para seleccionar,Desplazar para seleccionar,Zur Auswahl blättern,スクロールして選択してください,스크롤하여 선택,Faites défiler l'écran pour sélectionner une heure,Role para selecionar,Scrol om te selecteren,Scorri per selezionare
popup_showmore,SHOW MORE,SHOW MORE,SHOW MORE,SHOW MORE,AFFICHER PLUS,MOSTRAR MÁS,MOSTRAR MÁS,MOSTRAR MÁS,MOSTRAR MÁS,MOSTRAR MÁS,MOSTRAR MÁS,MEHR ZEIGEN,さらに表示,더 보기,AFFICHER LA SUITE,MOSTRAR MAIS,MEER WEERGEVEN,MOSTRA DI PIÙ
popup_begin,Let's begin the first test.,Let's begin the first test.,Let's begin the first test.,Let's begin the first test.,Commençons le premier test.,Empecemos la primera prueba.,Comencemos la primera prueba.,Comencemos la primera prueba.,Comencemos la primera prueba.,Comencemos la primera prueba.,Comencemos la primera prueba.,Beginnen wir mit dem ersten Test.,最初のテストを開始しましょう。,첫 번째 검사를 시작합니다.,Commençons le premier test.,Vamos começar o primeiro teste.,Laten we met de eerste test beginnen.,Iniziamo il primo test.
popup_drag,Drag to select,Drag to select,Drag to select,Drag to select,Faire glisser pour sélectionner,Arrastre una opción para seleccionarla,Arrastre para seleccionar,Arrastre para seleccionar,Arrastre para seleccionar,Arrastre para seleccionar,Arrastre para seleccionar,Wählen Sie die Antwort durch Klicken und Ziehen aus,ドラッグして選択してください,드래그하여 선택,Faire glisser pour sélectionner,Arraste para selecionar,Sleep om te selecteren,Trascini per selezionare
popup_gotit,Got It,Got It,Got It,Got It,J'ai compris,Lo entiendo,Ya entendí,Ya entendí,Ya entendí,Ya entendí,Ya entendí,Verstanden,OK,확인,J’ai compris,Entendi,Begrepen,Capito
popup_next,Next,Next,Next,Next,Suivant,Siguiente,Siguiente,Siguiente,Siguiente,Siguiente,Siguiente,Weiter,次へ,다음,Suivant,Próximo,Volgende,Avanti
popup_done,Done,Done,Done,Done,Terminé,Hecho,Listo,Listo,Listo,Listo,Listo,Fertig,完了,완료,Terminé,Concluído,Klaar,Fatto
popup_tutorial_view,Tap here to view a tutorial,Tap here to view a tutorial,Tap here to view a tutorial,Tap here to view a tutorial,Appuyez ici pour voir un tutoriel,"Para ver un tutorial, toque aquí.",Toque aquí para ver un tutorial,Toque aquí para ver un tutorial,Toque aquí para ver un tutorial,Toque aquí para ver un tutorial,Toque aquí para ver un tutorial,"Tippen Sie hier, um ein Tutorial anzusehen",ここをタップしてチュートリアルを表示します。,여기를 눌러 지침서 보기,Appuyez pour regarder un tutoriel,Toque aqui para ver um tutorial,Tik hier om een tutorial te bekijken,Tocchi qui per visualizzare un tutorial
popup_tutorial_welcome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popup_tutorial_quit,Tap here to quit the tutorial.,Tap here to quit the tutorial.,Tap here to quit the tutorial.,Tap here to quit the tutorial.,Appuyez ici pour quitter le tutoriel.,"Para salir del tutorial, toque aquí.",Toque aquí para dejar el tutorial.,Toque aquí para dejar el tutorial.,Toque aquí para dejar el tutorial.,Toque aquí para dejar el tutorial.,Toque aquí para dejar el tutorial.,"Tippen Sie hier, um das Tutorial zu beenden.",ここをタップしてチュートリアルを閉じます。,여기를 눌러 지침서 중단.,Appuyer ici pour quitter un tutoriel.,Toque aqui para sair do tutorial.,Tik hier om de tutorial te verlaten.,Tocchi qui per uscire dal tutorial.
popup_tutorial_price_intro,"The Prices test has two parts. <b>First, evaluate the price.</b>","The Prices test has two parts. <b>First, evaluate the price.</b>","The Prices test has two parts. <b>First, evaluate the price.</b>","The Prices test has two parts. <b>First, evaluate the price.</b>","Le test des prix comporte deux parties. <b>D'abord, évaluez le prix.</b>","La prueba de precios tiene dos partes. <b>En primer lugar, debe evaluar el precio.</b>","La prueba de precios tiene dos partes. <b>Primero, evaluar el precio.</b>","La prueba de precios tiene dos partes. <b>Primero, evaluar el precio.</b>","La prueba de precios tiene dos partes. <b>Primero, evaluar el precio.</b>","La prueba de precios tiene dos partes. <b>Primero, evaluar el precio.</b>","La prueba de precios tiene dos partes. <b>Primero, evaluar el precio.</b>",Der Preistest besteht aus zwei Teilen. <b>Erstens: Bewerten Sie den Preis.</b>,価格テストには2つのパートがあります。<b>パート1は価格の評価です。</b>,"가격 검사에는 두 파트가 있습니다. <b>먼저, 가격을 평가합니다.</b>",Le test sur les prix est en deux parties. <b>Évaluez d’abord le prix.</b>,"O teste de preços tem duas partes. <b>Primeiro, avalie o preço.</b>",De Test met prijzen bestaat uit twee delen. <b>Beoordeel eerst de prijs.</b>,"Il test dei prezzi ha due parti. <b>Per prima cosa, valuti il prezzo.</b>"
popup_tutorial_price_memorize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prices_tutorial_item1,Bananas,Bananas,Bananas,Bananas,Bananes,Plátanos,Bananas,Bananas,Bananas,Bananas,Bananas,Bananen,バナナ,바나나,Bananes,Bananas,Bananen,Banane
prices_tutorial_price1,$3.27,$3.27,$3.27,£3.27,"3,27 $","3,27 €",$3.27,$3.27,$215.35,$12.996,$78.11,"3,27 €",¥351,"₩3,270","3,27 €","R$ 32,7 "," € 3,27","3,27 €"
prices_tutorial_price1_match,$6.78,$6.78,$6.78,£6.78,"6,78 $","6,78 €",$6.78,$6.78,$446.50,$26.947,$161.95,"6,78 €",¥729,"₩6,780","6,78 €","R$ 67,8","€ 6,78 ","6,78 €"
prices_tutorial_item2,Soup,Soup,Soup,Soup,Soupe,Sopa,Sopa,Sopa,Sopa,Sopa,Sopa,Suppe,スープ,수프,Soupe,Sopa,Soep,Zuppa
prices_tutorial_price2,$10.82,$10.82,$10.82,£10.82,"10,82 $","10,82 €",$10.82,$10.82,$712.55,$43.004,$258.45,"10,82 €","¥1,164","₩10,820","10,82 €","R$ 108,2"," € 10,82","10,82 €"
prices_tutorial_price2_match,$4.01,$4.01,$4.01,£4.01,"4,01 $","4,01 €",$4.01,$4.01,$264.08,$15.937,$95.79,"4,01 €",¥431,"₩4,010","4,01 €","R$ 40,1","€ 4,01 ","4,01 €"
prices_tutorial_item3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prices_tutorial_price3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prices_tutorial_price3_match,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popup_tutorial_choose1,"<b>What do you think?</b>
Choose the answer that makes sense to you.","<b>What do you think?</b>
Choose the answer that makes sense to you.","<b>What do you think?</b>
Choose the answer that makes sense to you.","<b>What do you think?</b>
Choose the answer that makes sense to you.","<b>Qu'en pensez-vous?</b>
Choisissez la réponse qui fait du sens pour vous.","<b>¿Qué opina?</b>
Elija la respuesta que tenga sentido para usted.","<b>¿Qué le parece?</b>
Elija la respuesta que tenga más sentido para usted.","<b>¿Qué le parece?</b>
Elija la respuesta que tenga más sentido para usted.","<b>¿Qué le parece?</b>
Elija la respuesta que tenga más sentido para usted.","<b>¿Qué le parece?</b>
Elija la respuesta que tenga más sentido para usted.","<b>¿Qué le parece?</b>
Elija la respuesta que tenga más sentido para usted.","<b>Was denken Sie?</b>
 Wählen Sie die Antwort, die Ihnen sinnvoll erscheint.","<b>どう思いますか？</b>
あなたが適切だと思われる回答を選択してください。","<b>어떻게 생각하시나요?</b>
타당하다고 생각하는 답변을 선택하세요.","<b>Que pensez-vous ?</b>
Choisissez la réponse qui vous paraît la plus logique.","<b>O que você acha?</b>
Escolha a resposta que faz sentido para você.","<b>Wat denkt u?</b>
Kies het antwoord dat voor u het meest logisch is.","<b>Cosa pensa?</b>
Scelga la risposta che ha senso per Lei."
popup_tutorial_greatchoice1,"<b>Great choice!</b> 
Let's try another.","<b>Great choice!</b> 
Let's try another.","<b>Great choice!</b> 
Let's try another.","<b>Great choice!</b> 
Let's try another.","<b>Excellent choix!</b> 
Essayons-en un autre.","<b>¡Gran elección!</b>
Probemos con otro.","<b>¡Buena elección!</b>
Probemos con otra cosa.","<b>¡Buena elección!</b>
Probemos con otra cosa.","<b>¡Buena elección!</b>
Probemos con otra cosa.","<b>¡Buena elección!</b>
Probemos con otra cosa.","<b>¡Buena elección!</b>
Probemos con otra cosa.","<b>Gute Wahl!</b> 
 Und jetzt noch ein Versuch.",<b>良い選択です。</b>もう一つ試してみましょう,"<b>잘 선택하셨습니다!</b>
한 번 더 해보겠습니다.","<b>Très bon choix !</b> 
Essayons-en une autre.","<b>Ótima escolha!</b> 
Vamos tentar outro.","<b>Goede keuze!</b> 
Laten we een andere proberen.","<b>Ottima scelta!</b> 
Proviamone un’altra."
popup_tutorial_greatchoice2,"<b>Another great choice!</b> 
Let's proceed to part two.","<b>Another great choice!</b> 
Let's proceed to part two.","<b>Another great choice!</b> 
Let's proceed to part two.","<b>Another great choice!</b> 
Let's proceed to part two.","<b>Un autre excellent choix!</b> 
Passons à la partie deux.","<b>¡Otra gran elección!</b>
Pasemos a la parte dos.","<b>¡Otra excelente elección!</b>
Pasemos a la parte dos.","<b>¡Otra excelente elección!</b>
Pasemos a la parte dos.","<b>¡Otra excelente elección!</b>
Pasemos a la parte dos.","<b>¡Otra excelente elección!</b>
Pasemos a la parte dos.","<b>¡Otra excelente elección!</b>
Pasemos a la parte dos.","<b>Eine weitere gute Wahl!</b> 
 Fahren wir mit Teil 2 fort.","<b>この選択もありがとうございます。</b>
パート2に進みましょう。","<b>또 한 번 잘 선택하셨습니다!</b>
파트 2로 진행하겠습니다.","<b>Encore un très bon choix !</b> 
Passons à la deuxième partie.","<b>Outra ótima escolha!</b> 
Vamos prosseguir para a parte dois.","<b>Opnieuw een goede keuze!</b> 
Laten we verder gaan met deel twee.","<b>Un’altra ottima scelta!</b> 
Passiamo alla seconda parte."
popup_tutorial_recall,"<b>What do you think?</b> 
Try your best to recall the price from part one.","<b>What do you think?</b> 
Try your best to recall the price from part one.","<b>What do you think?</b> 
Try your best to recall the price from part one.","<b>What do you think?</b> 
Try your best to recall the price from part one.",<b>Qu'en pensez-vous?</b> Faites de votre mieux pour vous rappeler le prix de la partie un.,"<b>¿Qué opina?</b>
Esfuércese al máximo para recordar el precio de la parte uno.","<b>¿Qué le parece?</b>
Haga su mejor esfuerzo para recordar el precio de la parte uno.","<b>¿Qué le parece?</b>
Haga su mejor esfuerzo para recordar el precio de la parte uno.","<b>¿Qué le parece?</b>
Haga su mejor esfuerzo para recordar el precio de la parte uno.","<b>¿Qué le parece?</b>
Haga su mejor esfuerzo para recordar el precio de la parte uno.","<b>¿Qué le parece?</b>
Haga su mejor esfuerzo para recordar el precio de la parte uno.","<b>Was denken Sie?</b> 
 Versuchen Sie Ihr Bestes, um sich an den Preis aus Teil 1 zu erinnern.","<b>どう思いますか？</b>
できるだけ努力してパート1の価格を思い出してください。","<b>어떻게 생각하시나요?</b>
파트 1의 가격을 최대한 기억해 보세요.","<b>Que pensez-vous ?</b> 
Faites de votre mieux pour vous rappeler le prix de la première partie.","<b>O que você acha?</b> 
Faça o seu melhor para lembrar o preço da parte um.","<b>Wat denkt u?</b> 
Doe uw best om de prijs uit deel één te onthouden.","<b>Cosa pensa?</b> 
Faccia del Suo meglio per ricordare il prezzo dalla prima parte."
popup_tutorial_choose2,"<b>What do you think?</b> 
Choose the price that you saw in part one.","<b>What do you think?</b> 
Choose the price that you saw in part one.","<b>What do you think?</b> 
Choose the price that you saw in part one.","<b>What do you think?</b> 
Choose the price that you saw in part one.",<b>Qu'en pensez-vous?</b> Choisissez le prix que vous avez vu dans la partie un.,"<b>¿Qué opina?</b>
Elija el precio que vio en la parte uno.","<b>¿Qué le parece?</b>
Elija el precio que vio en la parte uno.","<b>¿Qué le parece?</b>
Elija el precio que vio en la parte uno.","<b>¿Qué le parece?</b>
Elija el precio que vio en la parte uno.","<b>¿Qué le parece?</b>
Elija el precio que vio en la parte uno.","<b>¿Qué le parece?</b>
Elija el precio que vio en la parte uno.","<b>Was denken Sie?</b> 
 Wählen Sie den Preis, den Sie in Teil 1 gesehen haben.","<b>どう思いますか？</b>
パート1で見た価格を選択してください。","<b>어떻게 생각하시나요?</b>
파트 1에서 보았던 가격을 선택하세요.","<b>Que pensez-vous ?</b> 
Choisissez le prix que vous avez vu dans la première partie.","<b>O que você acha?</b> 
Escolha o preço que você viu na parte um.","<b>Wat denkt u?</b> 
Kies de prijs die u in deel één zag.","<b>Cosa pensa?</b> 
Scelga il prezzo che ha visto nella prima parte."
popup_tutorial_complete,"<b>Congratulations on completing the tutorial!</b><br />If you'd like to take it again, you can always tap here.","<b>Congratulations on completing the tutorial!</b><br />If you'd like to take it again, you can always tap here.","<b>Congratulations on completing the tutorial!</b><br />If you'd like to take it again, you can always tap here.","<b>Congratulations on completing the tutorial!</b><br />If you'd like to take it again, you can always tap here.","<b>Félicitations d'avoir terminé le tutoriel!</b><br />Si vous voulez le reprendre, vous pouvez toujours appuyer ici.","<b>¡Enhorabuena por completar el tutorial!</b><br/>Si desea hacerlo de nuevo, siempre puede tocar aquí.","<b>¡Felicitaciones por completar el tutorial!</b><br />Si desea volver a hacerlo, siempre puede tocar aquí.","<b>¡Felicitaciones por completar el tutorial!</b><br />Si desea volver a hacerlo, siempre puede tocar aquí.","<b>¡Felicitaciones por completar el tutorial!</b><br />Si desea volver a hacerlo, siempre puede tocar aquí.","<b>¡Felicitaciones por completar el tutorial!</b><br />Si desea volver a hacerlo, siempre puede tocar aquí.","<b>¡Felicitaciones por completar el tutorial!</b><br />Si desea volver a hacerlo, siempre puede tocar aquí.","<b>Herzlichen Glückwunsch zum Abschluss des Tutorials!</b><br />Wenn Sie es noch einmal durcharbeiten möchten, können Sie jederzeit hier tippen.",<b>おめでとうございます！チュートリアルを終了しました。</b><br />ここをタップすればいつでもチュートリアルを受け直すことができます。,"<b>지침서 완료를 축하합니다!</b><br />다시 수행하고 싶다면, 언제나 여기를 누르면 됩니다.","<b>Félicitations, vous avez terminé le tutoriel !</b><br />Si vous souhaitez le reprendre, vous pouvez toujours appuyer ici.","<b>Parabéns por concluir o tutorial!</b><br />Se quiser tentar novamente, pode sempre tocar aqui.","<b>Gefeliciteerd met het voltooien van de tutorial!</b><br />Als u het nog een keer wilt doen, kunt u altijd hier tikken.","<b>Congratulazioni per aver completato il tutorial!</b><br />Se desidera riprenderlo, può sempre toccare qui."
popup_tutorial_tile,"<b>This is a tile.</b> 
Each tile includes a pair of symbols.","<b>This is a tile.</b> 
Each tile includes a pair of symbols.","<b>This is a tile.</b> 
Each tile includes a pair of symbols.","<b>This is a tile.</b> 
Each tile includes a pair of symbols.","<b>Ceci est une tuile.</b> 
Chaque tuile comprend une paire de symboles.","<b>Esto es una baldosa.</b>
Cada baldosa contiene un par de símbolos.","<b>Esta es una ficha.</b> 
Cada ficha incluye un par de símbolos.","<b>Esta es una ficha.</b> 
Cada ficha incluye un par de símbolos.","<b>Esta es una ficha.</b> 
Cada ficha incluye un par de símbolos.","<b>Esta es una ficha.</b> 
Cada ficha incluye un par de símbolos.","<b>Esta es una ficha.</b> 
Cada ficha incluye un par de símbolos.","<b>Dies ist eine Kachel.</b> 
 Jede Kachel enthält ein Symbolpaar.","<b>これはタイルです。</b>
各タイルにはペアの記号が描かれています。","<b>이는 타일입니다.</b>
각 타일에는 한 쌍의 기호가 포함되어 있습니다.","<b>Voici un domino.</b> 
Chaque domino contient une paire de symboles.","<b>Isto é um ladrilho.</b> 
Cada ladrilho inclui um par de símbolos.","<b>Dit is een tegel.</b> 
Elke tegel bevat een paar symbolen.","<b>Questa è una tessera.</b> 
Ciascuna tessera comprende una coppia di simboli."
popup_tutorial_tilestop,You will see <b>three tiles</b> on the top of the screen...,You will see <b>three tiles</b> on the top of the screen...,You will see <b>three tiles</b> on the top of the screen...,You will see <b>three tiles</b> on the top of the screen...,Vous verrez <b>trois tuiles</b> en haut de l'écran…,Verá <b>tres baldosas</b> en la parte superior de la pantalla...,Verá <b>tres fichas</b> en la parte superior de la pantalla...,Verá <b>tres fichas</b> en la parte superior de la pantalla...,Verá <b>tres fichas</b> en la parte superior de la pantalla...,Verá <b>tres fichas</b> en la parte superior de la pantalla...,Verá <b>tres fichas</b> en la parte superior de la pantalla...,Sie sehen <b>drei Kacheln</b> am oberen Bildschirmrand...,画面上部に<b>3つのタイル</b>が表示されます...,화면 상단에 <b>3개의 타일</b>이 보이고...,Vous allez voir <b>trois dominos</b> en haut de l’écran...,Você verá <b>três ladrilhos</b> na parte superior da tela...,U zult <b>drie tegels</b> bovenaan het scherm zien...,Vedrà <b>tre tessere</b> nella parte superiore dello schermo...
popup_tutorial_tilesbottom,...and <b>two tiles</b> on the bottom.,...and <b>two tiles</b> on the bottom.,...and <b>two tiles</b> on the bottom.,...and <b>two tiles</b> on the bottom.,…et <b>deux tuiles</b> en bas.,... y <b>dos baldosas</b> en la parte inferior.,... y <b>dos fichas</b> en la parte inferior.,... y <b>dos fichas</b> en la parte inferior.,... y <b>dos fichas</b> en la parte inferior.,... y <b>dos fichas</b> en la parte inferior.,... y <b>dos fichas</b> en la parte inferior.,...und <b>zwei Kacheln</b> am unteren Bildschirmrand.,...下部には<b>2つのタイル</b>が表示されます。,...하단에 <b>2개의 타일</b>이 보일 것입니다.,...et <b>deux carreaux</b> en bas.,...e <b>dois ladrilhos</b> na parte inferior.,...en <b>twee tegels</b> aan de onderkant.,...e <b>due tessere</b> nella parte inferiore.
popup_tutorial_middle_instructions,Tap the <b>bottom tile that matches</b> a tile on the top.,Tap the <b>bottom tile that matches</b> a tile on the top.,Tap the <b>bottom tile that matches</b> a tile on the top.,Tap the <b>bottom tile that matches</b> a tile on the top.,Appuyez sur <b>la tuile du bas qui correspond</b> à la tuile du haut.,Toque la <b>baldosa inferior que coincide</b> con una de las baldosas de la parte superior.,Toque la <b>ficha inferior que coincida</b> con una de las fichas superiores.,Toque la <b>ficha inferior que coincida</b> con una de las fichas superiores.,Toque la <b>ficha inferior que coincida</b> con una de las fichas superiores.,Toque la <b>ficha inferior que coincida</b> con una de las fichas superiores.,Toque la <b>ficha inferior que coincida</b> con una de las fichas superiores.,"Tippen Sie auf die <b>Kachel unten</b>, die mit einer Kachel oben <b>übereinstimmt</b>.",上のタイルと<b>一致する下のタイル</b>をタップします。,상단의 타일과 <b>일치하는 하단의 타일</b>을 누르세요.,Appuyez sur le <b>domino en bas qui correspond</b> au domino en haut.,Toque no <b>ladrilho inferior que corresponde a</b> um ladrilho na parte superior.,Tik op de <b>tegel onderaan die overeenkomt met</b> een tegel bovenaan.,Tocchi la <b>tessera nella parte inferiore che corrisponde a</b> una tessera nella parte superiore.
popup_tutorial_tiletap,Tap this matching tile.,Tap this matching tile.,Tap this matching tile.,Tap this matching tile.,Appuyez sur cette tuile correspondante.,Toque esta baldosa que coincide.,Toque esta ficha que coincide.,Toque esta ficha que coincide.,Toque esta ficha que coincide.,Toque esta ficha que coincide.,Toque esta ficha que coincide.,Tippen Sie auf diese passende Kachel.,この一致するタイルをタップします。,이 일치하는 타일을 누르세요.,Appuyez sur le carreau correspondant.,Toque neste ladrilho correspondente.,Tik op deze overeenkomende tegel.,Tocchi questa tessera corrispondente.
popup_tutorial_pricetap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popup_tutorial_greatjob,"<b>Great job!</b> 
Let's try a couple more for practice.","<b>Great job!</b> 
Let's try a couple more for practice.","<b>Great job!</b> 
Let's try a couple more for practice.","<b>Great job!</b> 
Let's try a couple more for practice.","<b>Excellent travail!</b> 
Essayons-en encore quelques-uns pour s'exercer.","<b>¡Buen trabajo!</b>
Probemos un par más para practicar.","<b>¡Muy bien!</b> 
Probemos con un par más para practicar.","<b>¡Muy bien!</b> 
Probemos con un par más para practicar.","<b>¡Muy bien!</b> 
Probemos con un par más para practicar.","<b>¡Muy bien!</b> 
Probemos con un par más para practicar.","<b>¡Muy bien!</b> 
Probemos con un par más para practicar.","<b>Gut gemacht!</b> 
 Versuchen wir noch ein paar Tests zum Üben.","<b>大変良くできました！</b>
もう少し練習してみましょう。","<b>수고하셨습니다!</b>
연습을 위해 몇 차례 더 해보겠습니다.","<b>Excellent travail !</b> 
Essayons-en deux autres pour nous entraîner.","<b>Muito bem!</b> 
Vamos tentar mais alguns para praticar.","<b>Goed gedaan!</b> 
Laten we er nog een paar proberen om te oefenen.","<b>Ottimo lavoro!</b> 
Proviamone un altro paio per praticare."
popup_tutorial_nice,"<b>Nice!</b> 
One more...","<b>Nice!</b> 
One more...","<b>Nice!</b> 
One more...","<b>Nice!</b> 
One more...","<b>Bien!</b> 
Encore un...","<b>¡Bien!</b>
Uno mas...",<b>¡Bien!</b> Uno más...,<b>¡Bien!</b> Uno más...,<b>¡Bien!</b> Uno más...,<b>¡Bien!</b> Uno más...,<b>¡Bien!</b> Uno más...,"<b>Gut gemacht!</b> 
 Noch einer...","<b>良くできました！</b> 
もうひとつ練習してみましょう...","<b>좋습니다!</b>
한 번 더...","<b>Bien !</b> 
Un de plus...","<b>Legal!</b> 
Mais um...","<b>Prima!</b> 
Nog één...","<b>Bene!</b> 
Un altro..."
popup_tutorial_grid_recall,"In this three part test, you'll be asked to <b>recall the location</b> of these items.","In this three part test, you'll be asked to <b>recall the location</b> of these items.","In this three part test, you'll be asked to <b>recall the location</b> of these items.","In this three part test, you'll be asked to <b>recall the location</b> of these items.","Dans ce test en trois parties, il vous sera demandé de <b>vous rappeler l'emplacement</b> de ces items.","En esta prueba de tres partes, se le pedirá que <b>recuerde la ubicación</b> de estos artículos.","En esta prueba de tres partes, se le pedirá que <b>recuerde la ubicación</b> de estos artículos.","En esta prueba de tres partes, se le pedirá que <b>recuerde la ubicación</b> de estos artículos.","En esta prueba de tres partes, se le pedirá que <b>recuerde la ubicación</b> de estos artículos.","En esta prueba de tres partes, se le pedirá que <b>recuerde la ubicación</b> de estos artículos.","En esta prueba de tres partes, se le pedirá que <b>recuerde la ubicación</b> de estos artículos.","In diesem dreiteiligen Test werden Sie aufgefordert, sich an <b>die Stelle zu erinnern</b>, an der sich diese Gegenstände befinden.",3つのパートからなるこのテストでは、3つの品物の<b>場所を記憶</b>してもらいます。,"이 세 파트 검사에서, 이 항목들의 <b>위치를 기억해 내도록</b> 요청할 것입니다.","Dans ce test en trois parties, il vous sera demandé de vous <b>souvenir de l’emplacement</b> de ces objets.","Neste teste de três partes, será pedido para você <b>lembrar a localização</b> desses itens.",In deze driedelige test wordt u gevraagd zich de <b>locatie van deze voorwerpen te herinneren</b>.,"In questo test in tre parti, Le sarà chiesto di <b>ricordare la posizione</b> di questi elementi."
popup_tutorial_rememberbox,The items will be placed in a grid of boxes. <b>Remember which box each item is in</b>. You will have 3 seconds.,The items will be placed in a grid of boxes. <b>Remember which box each item is in</b>. You will have 3 seconds.,The items will be placed in a grid of boxes. <b>Remember which box each item is in</b>. You will have 3 seconds.,The items will be placed in a grid of boxes. <b>Remember which box each item is in</b>. You will have 3 seconds.,Les items seront placés dans une grille de boîtes. <b>Rappelez-vous dans quelle boîte se trouve chaque article</b>. Vous aurez 3 secondes.,Los artículos se colocarán en una cuadrícula de casillas. <b>Recuerde en qué casilla está cada artículo</b>. Tendrá 3 segundos.,Los artículos estarán ubicados en una cuadrícula de casillas. <b>Recuerde en qué casilla está cada artículo</b>. Tendrá 3 segundos.,Los artículos estarán ubicados en una cuadrícula de casillas. <b>Recuerde en qué casilla está cada artículo</b>. Tendrá 3 segundos.,Los artículos estarán ubicados en una cuadrícula de casillas. <b>Recuerde en qué casilla está cada artículo</b>. Tendrá 3 segundos.,Los artículos estarán ubicados en una cuadrícula de casillas. <b>Recuerde en qué casilla está cada artículo</b>. Tendrá 3 segundos.,Los artículos estarán ubicados en una cuadrícula de casillas. <b>Recuerde en qué casilla está cada artículo</b>. Tendrá 3 segundos.,"Die Gegenstände werden in ein Kästchenraster gelegt. <b>Merken Sie sich, in welchem ",品物が升目の中に表示されます。<b>品物がそれぞれどの升目に置かれているかを記憶してください。</b>与えられる時間は3秒です。,항목들은 칸으로 구성된 격자에 배치됩니다. <b>각 항목이 어느 칸에 있는지 기억하세요</b>. 3초가 주어집니다.,Les objets seront placés dans une grille de boîtes. <b>Souvenez-vous dans quelle boîte se trouve chaque objet</b>. Vous aurez 3 secondes.,Os itens serão colocados em uma grade de caixas. <b>Lembre-se em qual caixa cada item se encontra</b>. Você terá 3 segundos.,De voorwerpen worden in een rooster met vakjes geplaatst. <b>Onthoud in welk vakje elk voorwerp zit</b>. U heeft 3 seconden.,Gli elementi saranno posizionati in una griglia di riquadri. <b>Ricordi in quale riquadro si trova ciascun elemento</b>. Avrà 3 secondi.
popup_tutorial_ready,I'm Ready,I'm Ready,I'm Ready,I'm Ready,Je suis prêt(e),Estoy listo/a.,Estoy listo,Estoy listo,Estoy listo,Estoy listo,Estoy listo,Ich bin bereit.,準備ができました,준비됐습니다,Je suis prêt(e),Estou preparado(a),Ik ben er klaar voor,Sono pronto/a
